title,Date,UserID ,Reviews,Location Rating,Rooms Rating,Service Rating,stars,Owner Response Date,Owner Response,Brand,Negative,Neutral,Positive,Compound
InterContinental New York Barclay by IHG,5/25/25 17:53,91868,location of the hotel was perfect; very close and convenient to everything. hotel was clean and loved the decor + vibe!! staff was helpful making us feel welcomed upon our arrival :) shoutout to hotel gm sofia for helping us with our stay and the treats!!,5.0,5.0,5.0,4,5/26/25 18:37,"Isabella, thank you for sharing your experience at InterContinental New York Barclay. Your words bring to life the energy of your arrival and the welcoming atmosphere you found from the moment you stepped through the doors. The team truly enjoys creating meaningful first impressions, so it is wonderful to know how comfortable and cared for you felt during your visit.

It is delightful to hear that you explored so much thanks to the convenient, central location. The rhythm of Manhattan is right at your fingertips here, opening doors to discovery and possibility at every turn. The care and attention given to the hotel’s decor is meant to evoke not only a sense of heritage, but a vibrant, contemporary spirit. It is rewarding to see that you connected with the style and ambiance—these details are curated to captivate the imaginations of modern luxury travellers like yourself.

Your mention of helpful team members is especially appreciated. It is the small gestures and intuitive kindness that elevate each stay and foster genuine connections. A special note of gratitude goes to Sofia, whose commitment to thoughtful hospitality and those little touches, such as curated treats, embodies what makes each occasion with us remarkable. Guests’ stories and feedback help us continue to refine the seamless transitions and cultivated experiences that define InterContinental Barclay.

Travel can expand minds and connect cultures, and each visit shapes the ongoing story of our hotel. We are grateful for the opportunity to welcome you, and hope you continue to explore, discover, and create your own Incredible Occasions with us in the heart of New York.",IHG,0.0,0.641,0.359,0.9677
InterContinental New York Barclay by IHG,5/25/25 12:19,88450,great customer service and beautiful rooms,5.0,5.0,5.0,5,5/26/25 13:23,"Linda, thank you for sharing your experience. The team members at InterContinental New York Barclay are dedicated to creating thoughtful, meaningful connections for every guest, and it is rewarding to know that you encountered great customer service during your journey with us. This caring spirit is part of what makes every occasion here remarkable.

Your comments about the beautiful rooms paint a vibrant picture for those seeking modern luxury in the heart of Manhattan. Each detail, from thoughtful design choices to the calming ambience, is curated to open doors to a world of fascination and provide seamless transitions throughout your day. Travel reveals new sights and perspectives, and InterContinental is honored to be the backdrop for experiences that inspire and enlighten. We hope you will discover even more captivating moments with us in the future.",IHG,0.0,0.333,0.667,0.8402
InterContinental New York Barclay by IHG,5/24/25 23:43,96511,highly not recommended. staff is extremely rude taken into account the level and status of this hotel. will never stay there again.,4.0,3.0,1.0,1,5/26/25 1:22,"Taras, thank you for sharing your perspective following your recent experience. It is regrettable to learn that interactions with team members did not create the welcoming atmosphere that is integral to any stay with us. Every guest should feel valued and respected, and it is disappointing when a sense of genuine hospitality and connection does not come through.

Your insights are important in the quest to continually cultivate an environment where thoughtful service and a pioneering spirit stand at the heart of the experience. Our intention is always to satisfy the desire for culturally rich moments and create seamless transitions throughout the day, inspired by a world of fascinating perspectives and meaningful exchanges.

We hope that in the future you may allow us another opportunity to demonstrate the cultivated warmth and attention to detail that define us, connecting you to the diverse and vibrant spirit of New York City. Travel can open new doors, and our team members strive to elevate every encounter so that each occasion feels remarkable.",IHG,0.205,0.795,0.0,-0.6326
InterContinental New York Barclay by IHG,5/22/25 16:03,58910,very nice hotel.,4.0,5.0,5.0,5,5/23/25 16:52,"L, thank you for sharing your impression and choosing InterContinental New York Barclay. It is wonderful to know you experienced a very nice stay with us. The team members are passionate about helping travelers discover a world of fascination and providing environments where every detail, from the historic architecture to the thoughtful service, invites guests to relax, explore, and connect with the vibrant heart of New York City.

Whether you joined us for business, leisure, or a special celebration, we hope your time with us offered moments that enrich and inspire. When travel opens doors, memories follow. We are looking forward to welcoming you back to savor more culturally rich experiences and to continue sharing our unique blend of heritage and contemporary hospitality.",IHG,0.0,0.393,0.607,0.4754
InterContinental New York Barclay by IHG,5/21/25 1:15,77299,"fantastic!!!
favorite city plus favorite hotel... the result is returning as soon as possible, so we'll spend our summer vacation again in july.
see you soon.",5.0,5.0,5.0,5,4/21/25 10:15,"Lorenzo, thank you for sharing your enthusiastic feedback and for taking the time to let us know about your recent experience at the InterContinental New York Barclay. When a guest chooses a single, powerful word like “fantástico”, it truly inspires the team to continue opening doors to a world of fascination right in the heart of Manhattan.

InterContinental New York Barclay is dedicated to those who appreciate travel and the cultured state of mind it brings. Your review captures the sense of joy and excitement we hope every guest discovers while exploring our historic property, from the refined décor in the lobby to the energy of Midtown just outside. Travel can expand minds and connect cultures, and it is always our goal to strike a harmonious balance between comfort and the thrill of new discoveries.

We are looking forward to welcoming you again, so your story in our city can continue. Thank you for letting us captivate your imagination as a modern luxury traveler.",IHG,0.0,0.687,0.313,0.8879
InterContinental New York Barclay by IHG,5/20/25 11:13,16571,"it’s a nice building - bathrooms are nice
but no high floor
do not expect a view

i stayed 2 nights and both nights i could hear my neighbors taking on the phone ! not great

breakfast is expensive ( 60 dollars) and the amenities fees can’t be used",4.0,4.0,4.0,4,5/21/25 11:54,"M, thank you for sharing your thoughts on your recent experience at InterContinental New York Barclay. The building’s classic architecture and thoughtful bathroom design offer a refined ambience, inviting you to embrace the hotel’s sense of timeless elegance. It is always the hotel’s aim to connect guests with the New York cityscape in meaningful ways, so it is regretful that your room placement did not fulfill your expectations for a higher floor or a sweeping city view. InterContinental’s team members strive to match guest preferences whenever possible, and your feedback will help guide room assignment considerations to better meet individual wishes in the future.

Rest can define a memorable journey, so it is concerning to learn your evenings were disturbed by sounds from neighboring rooms. The hotel’s leadership values the power of travel to expand minds and seeks to create an atmosphere of peaceful retreat. Your experience will inspire further review of how ambiance and privacy can be enhanced for modern luxury travelers.

In regards to breakfast, the hotel carefully crafts its dining options to celebrate the flavors and culture of the city, with thoughtful attention to ingredient sourcing and presentation. The cost reflects the commitment to quality, but your perspective is invaluable as the hotel continuously reimagines its offerings for cultivated travelers seeking diverse and satisfying experiences.

Regarding the amenity fee, the intention is to bundle valued conveniences that enhance each stay. Guest input is essential as the hotel refines how these services are communicated and delivered, ensuring every guest feels the benefit of their inclusion.

Thank you for choosing InterContinental New York Barclay. The team looks forward to the opportunity to welcome you back, helping you discover a harmonious balance between freedom and familiarity—where every detail, both grand and subtle, is shaped for truly remarkable occasions.",IHG,0.134,0.799,0.067,-0.694
InterContinental New York Barclay by IHG,5/19/25 23:51,14694,"great room, service and location. rooms were very clean, the entire staff that i interacted with all had great attitudes and the location is a few blocks from the grand central station. i would highly recommend this hotel. keep up the great work.! 💯🔥✊🏽",5.0,5.0,5.0,5,5/21/25 7:51,"Art, thank you for sharing such a thoughtful review of your time at InterContinental New York Barclay. It is wonderful to know that your guestroom exceeded your expectations, with a focus on cleanliness that reflects our dedication to detail and comfort. The recognition of our team members’ welcoming and attentive service means so much, as we strive to create a harmonious balance between warmth and professionalism for every guest.

Your mention of the hotel’s location a few blocks from Grand Central Station captures the essence of our vibrant neighborhood. Connecting with the city’s energy is one of the many ways we hope guests experience the richness of travel and the endless fascination New York offers.

Thank you for recommending InterContinental New York Barclay to fellow travelers. We are dedicated to providing cultured, memorable experiences for our guests, and your words inspire us to continue exploring new ways to captivate the imaginations of modern luxury travelers. We look forward to welcoming you back to create more incredible occasions together in the heart of Manhattan.",IHG,0.063,0.626,0.311,0.9588
InterContinental New York Barclay by IHG,5/19/25 15:41,73624,"this is my absolute home away from home in new york. usually visit several times a year and i honestly would not want to stay anywhere else. the staff always do everything they can to help.

service is always outstanding. very convenient for theatre district without being on to of the mayhem. the hotel exudes class. my tip opt for a room with club access if you do not already qualify. they do excellent breakfast and evening snacks.",5.0,5.0,5.0,5,5/20/25 16:22,"Ian, it is wonderful to see such a heartfelt reflection on your experiences at InterContinental New York Barclay. Your sense of comfort and belonging truly captures the aim of the hotel—to become a world of fascination where modern travellers discover a cultivated sense of welcome and belonging, time after time. The way you describe the property as your home away from home speaks to the thoughtfulness and genuine care woven into every arrival, and it is rewarding to know that the team members' dedication to personalized service continues to make each stay memorable for you.",IHG,0.014,0.833,0.153,0.9213
InterContinental New York Barclay by IHG,5/19/25 1:06,44159,renovated rooms very nice and comfy compared to last stay some years ago. this time was given a king premium high floor,5.0,5.0,4.0,3,2/20/23 14:19,"We appreciate you leaving your feedback with us, D C.

While we're glad you enjoyed your stay, we regret that your visit was anything less than ideal. We look forward to sharing a more enjoyable experience with you soon.",IHG,0.0,0.872,0.128,0.4754
InterContinental New York Barclay by IHG,5/18/25 15:49,94562,once again we had a great time at the hotel and in nyc. the intercontinental barclay is a wonderful place to stay and relax after a pulsing day in the city.,5.0,5.0,5.0,5,5/19/25 18:15,"Hanspeter, it is wonderful to read that your recent experience at InterContinental New York Barclay brought such enjoyment and comfort. The team truly values welcoming guests back time and again, helping them reconnect with both the familiar and new discoveries waiting in vibrant New York City.

There is something enriching about returning to a tranquil oasis after exploring the dynamic rhythms of the city outside. The way you described relaxing at the property after an energizing day echoes the very intention behind every carefully curated space at InterContinental New York Barclay—where the details, textures and ambiance create a seamless transition from the city’s excitement to calm and rejuvenation.

The team appreciates moments like these when travel expands minds and connects cultures, allowing each guest to experience both the bustling spirit of Manhattan and the cultivated elegance within the hotel. Your recognition underscores the hotel’s ongoing commitment to captivate the imaginations of modern luxury travellers, while satisfying the desire for culturally rich experiences and genuine hospitality.

InterContinental New York Barclay eagerly anticipates your next visit, ready to continue sharing tailored insights and welcoming you to a world of fascination where your sense of discovery and relaxation inspire new memories.",IHG,0.0,0.724,0.276,0.8934
InterContinental New York Barclay by IHG,5/18/25 14:18,27852,"at the end the invoice was with items not used. and try to convice me that i have drunk champanhe or other kind of wine. i hope the hotel credit my card.

i am still waiting for the credit.",,4.0,1.0,2,5/18/25 10:59,"Antonio, thank you for your feedback. We understand there was some confusion regarding your invoice, and we’re sorry for any frustration that may have caused. It’s important to us that every charge is accurate and clearly communicated.

We’ve taken note of your concerns and will be reviewing the situation to ensure everything is handled appropriately. We appreciate you bringing this to our attention and value the opportunity to improve.",IHG,0.053,0.769,0.178,0.6908
InterContinental New York Barclay by IHG,5/18/25 3:38,37698,"we had an amazing stay at the intercontinental barclay from 13 to 15 march. check-in with sharon went really smooth and she was really helpful and friendly. lovely room, great size. very comfy bed! so thanks again to sharon, housekeeping staff and all the others for making our stay so pleasant!",5.0,5.0,5.0,5,5/19/25 10:10,"Sebastian, thank you for sharing such an engaging reflection on your recent stay at InterContinental New York Barclay. From a thoughtfully orchestrated check-in with Sharon that set an inspiring tone, to the welcoming atmosphere shaped by our dedicated team members, your experience is a testament to the warm and intuitive service we strive to deliver.

You discovered one of our well-appointed rooms—a space designed to create a sense of calm in the heart of Manhattan. The inviting bed and generous room size offer a seamless transition from city exploration to moments of relaxation, mirroring our commitment to striking a harmonious balance between freedom and familiarity.

Your gratitude towards Sharon and our housekeeping colleagues, as well as everyone who contributed behind the scenes, truly uplifts and encourages us. Each interaction reflects our belief in travel’s power to connect cultures and broaden perspectives, all while cultivating incredible occasions that linger in memory.

We are dedicated to those who appreciate enriching journeys and cultivated experiences. Sebastian, we hope the impressions of your visit stay with you, and we look forward to welcoming you again to explore a world of fascination—both within our doors and beyond.",IHG,0.0,0.621,0.379,0.9814
InterContinental New York Barclay by IHG,5/15/25 10:31,40953,"it was a wonderful experience!! the hotel was very well located, the rooms were clean, the breakfast was very complete, but the best of all was the lovely staff! thank you all, especially donna, housekeeping, anthony, the bartender, and a special thanks to cira, who filled us with positive energy at breakfast!
thank you for all the thoughtful touches, we'll definitely be back!",5.0,5.0,5.0,5,5/16/25 11:15,"Dana, qué alegría leer sobre tu experiencia explorando el corazón de Nueva York con nosotros. Tus palabras capturan el espíritu de descubrimiento y conexión que nos esforzamos por fomentar en el InterContinental New York Barclay. Sumergirse en nuestro entorno bien ubicado, nuestras habitaciones amplias e impecables, y la abundancia de sabores que alegran cada mañana en el desayuno: estos son precisamente los detalles que abren las puertas a un mundo de fascinación y comodidad.

Es maravilloso saber que los miembros de nuestro equipo —Donna, cuya atención deja una sensación de armonía en toda la habitación; Anthony, cuya habilidad tras la barra da vida al arte de la coctelería; y Cira, cuya calidez y energía iluminan las mañanas— causaron una impresión tan memorable. Su entusiasmo por crear momentos inolvidables y compartir conocimientos es la esencia misma de nuestra identidad como destino de lujo global.

Viajar tiene una forma de expandir la mente y conectar culturas, y su atención a cada detalle invita a otros a imaginar su propia ocasión, con gestos considerados, un servicio personalizado y transiciones fluidas a lo largo del día. Nos complace que se haya sentido realmente bienvenido y valorado durante su estancia.

Estamos deseando que regrese. Siempre hay más por explorar y más historias por crear, mientras seguimos cautivando la imaginación de los viajeros de lujo modernos en el InterContinental New York Barclay.",IHG,0.0,0.518,0.482,0.9934
InterContinental New York Barclay by IHG,5/13/25 17:03,98356,"the room was nice and clean but i could hear people talking in the adjacent room. not good.
the hotel is at a walking distance from grand central, ny public library, the summit, and many restaurants. location was it was amazing. times square is also walkable but it could take 20 minutes to get there.

i didn’t find front desk staff welcoming, unfortunately. also stayed at the edition in times square and the hotel staff was quite welcoming and pleasant to talk to.

overall it was great place to stay.",4.0,4.0,5.0,4,5/14/25 18:01,"imtiaz, thank you for sharing your thoughts on your recent stay. It is wonderful to know that your room offered a sense of comfort and cleanliness, allowing you to unwind after exploring New York City. The iconic location of InterContinental New York Barclay places you steps away from Grand Central, the New York Public Library, The Summit, and a diverse array of restaurants, inviting guests to encounter a world of fascination right outside the doors. Strolling to Times Square captures the spirit of travel and the thrill of discovery that New York brings.

Your feedback regarding sound carry-over from neighboring rooms is deeply valued. The hotel continually pursues a harmonious balance between tranquility and urban vibrancy, and you can be assured that your comments will contribute to ongoing improvements in the guest experience.

Regarding your arrival, it is disappointing that the front desk did not make you feel as welcome as anticipated. Genuine hospitality from every team member is the foundation of InterContinental’s cultured approach—where meaningful connections and intuitive care are woven into every interaction. Thank you for letting us know, as such insights help cultivate an environment that is both thoughtful and remarkable.

Your recognition of the property as a great place to stay encourages us in our future endeavors to satisfy each guest’s desire for knowledge, connection, and seamless experiences tailored to the modern traveler. As you continue your journeys, we hope you will discover how travel can expand minds and connect cultures with us once again at the InterContinental New York Barclay.",IHG,0.053,0.679,0.268,0.9806
InterContinental New York Barclay by IHG,5/13/25 10:15,54572,had an amazing jazz evening last thursday. good music with an excellent selection of charcuterie and wine. lovely atmosphere and experience! thank you floor!,5.0,,5.0,5,5/14/25 7:11,"Gunnar, thank you for capturing the spirit of discovery that makes evenings at InterContinental New York Barclay so memorable. It is wonderful to know you experienced an enchanting jazz performance, surrounded by the rich sounds and rhythms that transport guests to another era. The choice of charcuterie and wine brought layers of flavor and character to the evening, providing the perfect companion to the music's energy.

Your appreciation for the atmosphere highlights our commitment to creating spaces where modern travellers can unwind, connect, and feel inspired. InterContinental New York Barclay strives to spark fascination and weave culturally rich experiences into every occasion. When we travel, we indeed encounter a World of Fascination, and it is rewarding to know your visit evoked this sense of wonder. The team looks forward to welcoming you back to explore more special moments and incredible occasions with us.",IHG,0.0,0.524,0.476,0.9537
InterContinental New York Barclay by IHG,5/12/25 20:55,98136,come and stay here!! easy to get around and walk where you want to go!! super personnel!,5.0,5.0,5.0,5,5/14/25 6:37,"Thomas, thank you for your enthusiastic recommendation and for capturing the spirit of travel so well. The InterContinental New York Barclay team is delighted that you explored the city so seamlessly from the hotel’s central location. With the avenues of Manhattan at your doorstep, the thrill of walking to iconic landmarks and discovering hidden corners can truly expand minds and connect cultures.

Your appreciation of the warm welcome and dedicated service demonstrates the attention to detail and thoughtful care that the team members strive to provide. Every guest’s journey is unique, and the team takes pride in anticipating your needs and sharing insider knowledge to help create remarkable experiences. We are glad you felt at ease and inspired to discover all that the hotel and city have to offer.

Thomas, on behalf of everyone at InterContinental New York Barclay, we hope you were able to satisfy your curiosity for culturally rich experiences during your stay, and we look forward to creating many more incredible occasions with you in the future.",IHG,0.0,0.602,0.398,0.8507
InterContinental New York Barclay by IHG,5/12/25 13:00,39639,"we were in an emergency situation on saturday and had to check into this hotel in the middle of the night. i called the hotel ahead of time to see if they accepted cash for the room (and i'd pay the nightly deposit on a card). then person i spoke with said they did, in fact, accept cash. we arrive at the hotel around 2am. after about 30 minutes of the clerk ""finding us a room"".. he finds this fantastic option. decent price, too. after all that he informs me they don't accept cash. i then spent an hour finding an open atm lobby (most close overnight in nyc so nobody sleeps there). we get back, i pay and we move on from there. the room was pretty nice. we immediately find out the wifi is not working at all. i literally had three days of work ahead. i noticed very quickly that nearly all the staff lied to me. i kept asking and they said ""nobody has called with issues.. i'm sorry"". when the engineer shows up he tells me they've had ten calls about it. ten. this place hosts tons of corporate events etc. admitting to wifi issues means they'd have to refund a hefty amount of money to each individual person. during this fiasco, i dealt with two different women at the front desk who were absolutely terrific as far as customer service goes. they moved us to a better room in hopes of getting a slightly better wifi signal. while it didn't work, we were still super appreciative.

then to add insult to injury, i eat pringles from the mini bar, and they are as stale as you could imagine. absolutely disgusting. they tasted like they'd been there ten years. the fact that the entire mini bar was covered in dust should've told me.

now the reason i'm writing the review: today i need to extend one night. i go to the desk and i notice immediately an all male staff at the desk. the first guy i dealt with said they were sold out. he goes to get a manager and says ""well we can give you a room for $599"" mind you this is more than double the price. the employee was so disgustingly rude to me and spoke to me as if i was four years old. i immediately stopped him because, trust me, he would not want to hear what i have to say to him. i got the manager over. manager was worse. and here is the ultimate reason for the review: the manager, male, tells me : ""the room is double the price yes because we are pretty full.. if i let you have the room i have to put another guest somwhere else and that guest would've been paying $750 for your room"". so what is clear is this: they weren't sold out. they just were not concerned about taking care of me because they were price gauging the person who would be taking my room. i didn't even debate after that. i knew exactly what kind of place this was. they don't care about loyal customers... trust me. go to a better hotel like marriott or hilton. a place that shows value to someone staying longer term as opposed to a new customer paying more money. we found out this morning we'd need to stay another week. do the math. in exchange for one night of a higher rate, they lost out on a room being booked steadily for 7 more nights. the women that worked on saturday should be training every single person at that front desk including the sad excuse for a manager that is there today.",3.0,5.0,2.0,2,5/13/25 15:13,"AMJ, thank you for taking the time to share such a detailed account of your recent stay. Your feedback gives us important insights into your experience and highlights areas where we did not meet your expectations.

Navigating an emergency situation while traveling can make every detail feel even more critical, so encountering discrepancies in payment guidance on arrival is especially disappointing. The time you lost resolving your check-in and payment, especially in the middle of the night, is not the seamless arrival one should expect at a property that aims to open doors to a world of fascination and comfort. We apologize for the poor communication and the difficulties it caused you.

A modern traveler’s needs evolve quickly, and reliable connectivity is essential. We regret that your experience with the WiFi interrupted your ability to work and was compounded by unsatisfying, inconsistent updates from our team members. While our goal is always to handle concerns with transparency and genuine care, it is clear that our communication missed the mark. Please know that the insights you provided – including the discrepancy in information about ongoing connectivity challenges – will help us sharpen our intuitive approach, ensuring team members communicate more openly and helpfully with all guests moving forward.

Your recognition of the two colleagues at the front desk who responded thoughtfully and offered solutions by moving you to another room is sincerely appreciated. We will be sure to celebrate their efforts internally, as their approach reflects the warmth and care we strive to embody every day.

Discovering that your in-room refreshment was not as expected – and that its presentation did not meet the high standards cultivated by InterContinental’s global experience – detracted from the sense of comfort and care we aim to provide. We will use your observations to review the replenishment and quality assurance routines for our in-room offerings, aiming to delight guests with every detail, from the lighting and ambiance to even the simplest snack.

Regarding your efforts to extend your stay, we apologize that our communication about availability and rates gave you the impression of being undervalued as a returning guest. Our aim is always to strike a harmonious balance between providing freedom of choice and delivering familiar, consistent service. The interaction you described at the front desk does not reflect our brand proposition to be thoughtful, welcoming, or respectful. Your suggestion to use the positive example set by our colleagues earlier in your stay is well taken and will be addressed in our ongoing training, as we seek to inspire every team member to create Incredible Occasions for each guest.

Travel opens minds and connects cultures. We are dedicated to being a trusted partner for guests navigating both planned and unexpected journeys. Your experience illustrates where we have much to learn – and we thank you for sharing your honest reflections to help us improve and captivate the imaginations of modern luxury travelers in the future.",IHG,0.072,0.829,0.099,0.9583
InterContinental New York Barclay by IHG,5/12/25 10:03,93022,"beautiful hotel with a good location to subway network. rooms are clean and comfortable and staff are friendly and helpful. the breakfast staff need to be more efficient. you have long waits between requests and this is whether they are busy or not. you ask for eggs or anything else, like juice, coffee refills, etc. and you get the feeling they forgot about you. they are friendly but not efficient or consistent. one day you are told you get one specialty coffee free and bottomless house coffee and the next day we are told we can have one or the other free and on the third day, we were told if you have house coffee first then you must pay for the cappuccino. total confusion. second waiter was more concerned about how we were paying instead of serving us and yet we were on a breakfast inclusive stay. i was dressed with shorts, t-shirt and sandals and i guess he thought i couldn’t afford to be here. haha. makes breakfast a stressful start to the day. otherwise, a great stay.",5.0,5.0,4.0,5,5/13/25 13:13,"Vinny, thank you for sharing your recent experience at InterContinental New York Barclay. You captured so many moments that conjure the tapestry of a visit to Manhattan—from the ease of exploring the city thanks to our location near the subway, to relaxing in a guest room curated for both comfort and timeless style. The colleagues throughout the property strive to offer thoughtful, attentive service that brings warmth and welcome to every interaction, so hearing that you found them friendly and helpful is much appreciated.

Your detailed thoughts on breakfast are valuable as well. Our team aims to set the tone for the day with intuitive, seamless service and clear communication about offerings—especially when it comes to personal touches, from your favorite egg preparation to a morning coffee. It is disappointing to learn that consistency was lacking and clarity about the beverage options fell short. Enjoying breakfast, whether lingering over a cappuccino or exchanging greetings with a colleague, should always be an uplifting, leisurely experience—never a source of confusion or stress. The impression you felt from the second waiter regarding payment and attire is concerning, and supervision will reinforce that every guest’s occasion is deserving of care, regardless of wardrobe or reservation type.

Thank you for allowing the InterContinental New York Barclay to be part of your journey and for describing the highlights that made your time memorable. Travel expands minds and connects cultures, and the team hopes your next experience is harmonious from the first greeting to the final farewell.",IHG,0.058,0.763,0.179,0.9713
InterContinental New York Barclay by IHG,5/12/25 9:48,38829,"stayed at this hotel with our kids for the weekend, this is probably the third or fourth time we've stayed here. we arrived just after midnight, check in was quick and the room was as always well kept and clean. there was quite a queue when checking out, but it was handled quickly.",5.0,5.0,5.0,5,5/13/25 9:59,"凯瑟琳，纽约巴克莱洲际酒店团队非常荣幸您每次选择再次光临，与我们一起谱写您家庭故事的新篇章。我们一起探索纽约市的活力，并知道您一次又一次地选择我们酒店，这意义非凡。感谢您分享您最近的体验，并相信我们能为您带来又一个难忘的周末。

如果您在午夜左右抵达，我们致力于为您提供快捷便捷的入住体验，因此我们非常重视您的高效入住体验。我们的同事致力于保持每间客房的最高清洁度和舒适度，并将周到的细节与宁静的氛围融为一体，让您无论何时抵达都能立即感到轻松自在。我们很高兴看到我们始终如一的服务理念为您和您的家人留下了深刻的印象。

我们理解，客人离开时有时会聚集在大堂。得知您觉得退房手续办理得非常及时，我们为团队成员致力于提供顺畅、和谐的告别体验而感到自豪。我们始终致力于在高效与真诚温暖之间取得平衡，让您在旅途中圆满结束。

纽约巴克莱洲际酒店致力于为热爱旅行的旅行者提供全新的视角，让家人在充满魅力的世界中相聚，共同探索。我们热切期待您的再次光临，并随时欢迎您和您的家人再次回到我们精心呵护的港湾——在这里，每一次入住都将体验到自由、亲切和珍贵时刻的完美融合。",IHG,0.0,0.938,0.063,0.34
InterContinental New York Barclay by IHG,5/12/25 5:25,94548,"as a diamond ambassador, check-in was friendly and comfortable. i stayed in a classic room on a high floor and had a relatively quiet and comfortable stay.
the location is also satisfactory for traveling.
the staff at the club lounge were friendly and i enjoyed the coffee and snacks. i had breakfast at the palor in the lobby, and it was nice to start the morning with simple bread and coffee.",5.0,5.0,5.0,5,5/13/25 7:11,"민성 님, 다이아몬드 앰배서더로서 인터컨티넨탈과 IHG에 보내주신 성원에 감사드립니다. 따뜻하고 매끄러운 체크인을 시작으로, 세심한 배려로 편안하게 도착하셨다는 말씀에 진심으로 감사드립니다. 고층 클래식룸에서 바라보는 풍경은 맨해튼의 한적한 면을 드러내곤 하는데, 그곳에서 평온함과 편안함을 느끼셨다니 정말 기쁩니다. 저희가 만들어내고자 하는 자유와 친숙함 사이의 조화로운 균형 말입니다.

클럽 라운지 직원들에게 보내주신 따뜻한 감사의 말씀은 진심 어린 환대를 향한 저희의 헌신을 보여줍니다. 따뜻한 분위기 속에서 커피와 엄선된 간식을 즐기며 현대 럭셔리 여행객들에게 하루 종일 편안한 휴식을 선사해 드립니다. 팔러에서 갓 구운 빵과 향긋한 커피의 은은한 즐거움으로 아침을 시작하는 것은 작은 순간들이 오래도록 기억될 수 있다는 저희의 신념을 보여줍니다.

고객님의 소중한 후기는 인터컨티넨탈의 약속을 생생하게 보여줍니다. 매혹적인 세계로 통하는 문을 열어주고, 새로운 문화적 통찰력을 불어넣으며, 의미 있는 인연을 만들어가는 것입니다. 저희 호텔에 만족하셨다는 것은 여행의 생동감 넘치는 정신을 진정으로 경험하셨고, 도시의 에너지를 발견하며 내면의 안식처를 찾으셨다는 것을 의미합니다.

민성 님, 저희는 여행의 무한한 잠재력을 활용하여 생각을 넓히고 문화를 연결하는 고객님들께 큰 영감을 받습니다. 저희 팀은 더욱 특별한 행사와 상상력을 사로잡는 맞춤형 경험으로 고객님을 다시 만나 뵙기를 기대합니다.",IHG,0.0,0.712,0.288,0.9723
InterContinental New York Barclay by IHG,5/8/25 15:24,34623,"after catching a red-eye flight to new york, we arrived at the intercontinental barclay around 10:30 am--completely exhausted and running on zero sleep after a rough night on the plane. we knew early check-in wasn't guaranteed, but we were hopeful. the front desk kindly said they'd let us know as soon as a room became available.

we tried to power through by grabbing food and wandering around, but by 12:30 pm, we were literally falling asleep in the lobby, totally delirious and ready to crash. out of desperation, we went back to the desk and asked again--and that's when sharon came through! she went above and beyond to help us get into a room early (around 1pm) and honestly saved our day.

sharon at the front desk is amazing--huge thank you to her!",5.0,5.0,5.0,5,5/9/25 16:54,"trina, thank you for sharing the story of your arrival at the InterContinental New York Barclay. The experience of stepping off a red-eye flight and arriving in a city that never sleeps can present both excitement and exhaustion, and your detailed observations allow us to imagine the energy and determination you brought to your journey.

Arriving early and hoping for a smooth transition into your room is something every traveller can relate to, especially after a challenging night in the skies. The way you powered through the morning—exploring the city’s rhythms and seeking comfort in local flavors—highlights the spirit of discovery that travel inspires. The image of dozing in the lobby, overcome by New York’s endless tempo, adds an authentic touch to your account that resonates with modern explorers everywhere.

Your encounter with our colleague Sharon captures the essence of hospitality woven into the InterContinental experience. Sharon’s thoughtful actions, from understanding your situation to opening the door to your room sooner than expected, reflect the traditions of warmth and intuition that have been cultivated over decades. This small gesture demonstrates how, at InterContinental New York Barclay, team members strive to strike a harmonious balance between attentive care and effortless transition—making travel more seamless for those who seek both adventure and comfort.

Thank you, trina, for recognizing Sharon’s kindness and for choosing to share your journey with us. Travel can expand minds and connect cultures, and stories like yours inspire us to continue captivating the imaginations of modern luxury travellers. We would be delighted to welcome you again when your path brings you back to New York, for even more opportunities to transform everyday moments into Incredible Occasions.",IHG,0.07,0.752,0.178,0.9608
InterContinental New York Barclay by IHG,5/8/25 10:11,60930,"bed & pillows were too soft!
bad customer service from breakfast :(",,,,2,5/9/25 10:47,"Yu, thank you for sharing your thoughts about your experience. Discovering that your bed and pillows were not to your preferred level of support has clearly left a lasting impression, and the team acknowledges that your comfort is integral to a restful journey. Providing a restorative night’s sleep is at the heart of InterContinental’s promise to create a harmonious balance between freedom and familiarity, and the intention is always to help guests feel both at home and gently transported.

Encountering disappointment with your breakfast experience is concerning, as genuine warmth and thoughtful attention are fundamental to connecting with each guest each day. Professional, engaging service at breakfast is meant to start the morning on a positive note, introducing your senses to the energy of New York City and gently immersing you in the captivating rhythms of the hotel.",IHG,0.401,0.599,0.0,-0.7712
